# ae_name=Lauren Tabler
Account Name,Account Intent Score,6sense Account Intent Score,Compliance Frameworks,Competitive Tech,SDR Source,Count of Open Security Job Postings,Headcount of Security jobs,Last Activity,B2B or B2C,Parent Account,LinkedIn Company URL,Sells AI Product,Employees,Cloud Providers,Ticketing Systems,AI Reasoning for B2B B2C,Industry,Account ICP Tier
Middleby Corporation,14,46,,,Manet Yazidi,11,,5/8/2026,Both,,,,601,"Microsoft Azure,Amazon,Cloudflare Hosting,Google Cloud,MegaPath,Black Lotus,IO Flood,Input Output Flood,ATT,Amazon Virginia Region,Fastly Hosted,Fastly Load Balancer,Akamai Hosted,Linode,GoDaddy,Cloudflare Network Error Logging",,The Middleby Corporation operates in both B2B and B2C segments. It sells commercial kitchen equipment and food processing systems to businesses (B2B) while also offering residential kitchen products directly to consumers (B2C).,B2C,Tier 2
Cabinetworks Group,18,40,"ANSI A161.1, Safe and Sustainable Cabinetry Program (SASC), Environmental Criteria for Safe and Sustainable Cabinetry (EC118), US EPA Greenhouse Gas Inventory Guidance, TSCA/CARB II Compliance, Proposition 65, CARB Phase 2, EPA TSCA Title VI",no competitor tech found,Manet Yazidi,80,,5/5/2026,Both,Platinum Equity LLC,,,1455,"Pantheon,Oracle Cloud,Amazon,Microsoft Azure,AWS Global Accelerator,Fastly Hosted,Fastly Load Balancer,Amazon Virginia Region,Cogent Communications,Akamai Hosted,Amazon Oregon Region,Salesforce Hosted","Zendesk, ServiceNow, Freshservice, Zoho Desk","The company is engaged in manufacturing kitchen cabinets, which suggests B2B operations supplying retailers and contractors, as well as B2C to end consumers through their brands.",B2C,Tier 2
Wahl Clipper Corporation,14,38,"POPIA, Basic Conditions of Employment Act No. 75 of 1997, Companies Act No. 71 of 2008, Compensation for Occupational Injuries and Diseases Act No. 130 of 1993, Employment Equity Act No. 55 of 1998, Financial Intelligence Centre Act 38 of 2001, Labour Relations Act No. 66 of 1995, National Credit Act 34 of 2005, National Qualification Framework Act No. 67 of 2008, Occupational Health and Safety Act No. 85 of 1993, Skills Development Levies Act No. 9 of 1999, Unemployment Insurance Contribution Act No. 4 of 2002",OneTrust,Manet Yazidi,10,,5/4/2026,,,,,1334,"Rackspace Cloud Servers,Amazon,Microsoft Azure,Cloudflare Hosting,Rackspace,Amazon Virginia Region,Defense Net,Network Solutions,Fastly Hosted,Fastly Load Balancer,Cloudflare Network Error Logging,CenturyLink,Savvis,WP Engine","Zendesk, Freshdesk, Freshservice, LiveAgent, Zoho Desk, JitBit, Vision Helpdesk, SolarWinds Service Desk",,B2C,Tier 2
Ojos Locos,8,0,No compliance frameworks found.,no competitor tech found,Manet Yazidi,97,,5/8/2026,B2C,,https://www.linkedin.com/company/ojos-locos-sports-cantina,,512,"Amazon,Cloudflare Hosting,Rackspace,DiscountASP,HostCollective,Amazon Virginia Region","FreshService,",The description emphasizes a sports cantina that caters primarily to consumers by providing dining and entertainment experiences. It mentions serving food and drinks in a social setting aimed at individual customers rather than other businesses.,B2C,Tier 2
CB2,8,0,"amfori BSCI Code of Conduct, Global Organic Textile Standard (GOTS), Textile Exchange Certification Standards, FSCÂ® certified wood, STANDARD 100 by OEKO-TEXÂ®, GREENGUARD Gold certified, Certified Organic Cotton, Three Green Globes Certification",OneTrust,Manet Yazidi,48,,5/1/2026,B2C,,https://www.linkedin.com/company/cb2,FALSE,545,"Oracle Cloud,Cogeco Peer 1,Amazon,Verizon,Zayo,Dyn Hosting,Akamai Hosted,Time Warner,Comcast,Squarespace Hosted,Amazon Virginia Region,Level 3 Communications,CenturyLink,Savvis",,"CB2 focuses on selling home furnishings directly to consumers, emphasizing personal style and consumer-driven design inspiration, indicating a B2C model.",B2C,Tier 2
Gala Games,8,0,,,Manet Yazidi,,,5/8/2026,,,https://www.linkedin.com/company/gogala,,467,"Amazon,Cloudflare Hosting,Google Cloud,AWS Global Accelerator,Heroku,Kinsta,Amazon Virginia Region,Amazon Ohio Region,Amazon California Region,Cloudflare Network Error Logging",Zendesk,,B2C,Tier 2
Gringo's,8,0,COPPA,no competitor tech found,Manet Yazidi,10,,5/8/2026,B2C,,,,579,"Cloudflare Hosting,Unified Layer,ISOMEDIA,GoDaddy,InMotion Hosting,Corporate Colocation,Rackspace,Cloudflare Network Error Logging","Zendesk, ServiceNow, Freshdesk, Help Scout","The description clearly indicates that Gringoâ€™s Mexican Kitchen and Jimmy Changas serve food directly to consumers at their restaurants, which categorizes them as B2C (business to consumer).",B2C,Tier 2
Punch Bowl Social,8,0,,,Manet Yazidi,4,,5/8/2026,B2C,,,FALSE,576,"Heroku,Amazon,Google Cloud,Cogeco Peer 1,Media Temple,InMotion Hosting,Amazon Virginia Region,WP Engine,Vercel","Zendesk, ServiceNow","The company is primarily focused on providing dining and entertainment experiences to individual consumers, indicating a business-to-consumer model.",B2C,Tier 2
Spire,18,58,"ISO 17021:2015, ISAE 3000, ISQM-1, ISQM-2, GRI",OneTrust,Manet Yazidi,19,,5/5/2026,B2C,,http://www.linkedin.com/company/laclede-gas-company,,1888,"Amazon,Microsoft Azure,Cloudflare Hosting,Xiolink,Incapsula,Amazon Oregon Region,Tierpoint,Akamai Hosted,Rackspace,ATT","Zendesk, ServiceNow, Freshdesk, Jira, Zoho Desk, HappyFox","The company describes its focus on providing service to customers, particularly in the context of public service and community growth, indicating that they target individual consumers and are likely a B2C company.","Energy, Utilities & Telecom",Tier 2
Total Sand Solution,0,0,,,Manet Yazidi,,,4/29/2026,B2B,,https://www.linkedin.com/company/tssands,,580,"Cybercon,Amazon,Google Cloud,GoDaddy,Amazon Oregon Region,WP Engine,Amazon Ohio Region,Amazon Virginia Region","Zendesk, ServiceNow, Freshdesk","The description highlights that TSS provides logistics and proppant services specifically to major oil and gas companies, indicating that they primarily serve business clients rather than individual consumers.","Energy, Utilities & Telecom",Tier 2
AITX,16,57,SOX,no competitor tech found,Manet Yazidi,3,,5/1/2026,B2B,,,,668,"Google Cloud,Amazon,Microsoft Azure,Cloudflare Hosting,GoDaddy,WP Engine,Digital Ocean,Amazon Virginia Region","FreshService, Zendesk, ServiceNow, HappyFox","AITX primarily provides services and solutions to other businesses in the railcar industry, indicating a B2B model.",Transportation/Logistics,Tier 2
Mycpe,8,0,"CPA (US), SHRM, CISA, CRISC, SOX, Yellow Book, SEC Compliance",no competitor tech found,,5,0,,Both,,,true,1611,"Cloudflare Hosting,Amazon,GoDaddy,Amazon Ohio Region","JivoSite, Crisp, REVE Chat, Zoho Desk, Freshdesk, Zendesk","MYCPE ONE provides services tailored to CPA and accounting firms (B2B) while also offering continuing education and courses for individual professionals (B2C), indicating that it operates in both markets.",SLED & Non-Profit,Tier 1
Heifer International,19,51,,OneTrust,Manet Yazidi,25,,5/5/2026,Both,,https://www.linkedin.com/company/heifer-international,,1569,"Amazon,Netlify,Google Cloud,Microsoft Azure,Cloudflare Hosting,AWS Global Accelerator,Amazon Virginia Region,Akamai Hosted,CenturyLink,Fastly Hosted,Fastly Load Balancer,Digital Ocean,Amazon California Region,Liquid Web,Amazon Ohio Region,ATT,Level 3 Communications,UltraDNS Vercara Hosting,Vercara,Amazon Oregon Region,Savvis,Rackspace,Salesforce Hosted","HelpMonks, Zendesk",Heifer International operates both B2B and B2C as it partners with local farmers and business owners (B2B) to create solutions to hunger and poverty while also impacting individual farming families (B2C) by providing resources and support directly to them.,SLED & Non-Profit,Tier 2
UWorld,14,45,"SOC 1®, SOC 2®, SOC 3®, Trust Services Criteria, COSO Internal Control ? Integrated Framework",,Manet Yazidi,,,5/2/2026,B2C,Bennu,,,728,"Seekdotnet.com, Microsoft Azure, SmarterASP.NET","Zendesk, Freshdesk, Zoho Desk, Freshservice, HaloITSM, HappyFox, Vivantio, InvGate Service Desk, Jira Service Management, ManageEngine, Spiceworks","The company focuses on providing online test preparation resources directly to students for their high-stakes exams, indicating a business-to-consumer model.",SLED & Non-Profit,Tier 2
"TCP Software, Inc",30,60,"SOC 2, SOC 2 Type II, EU-US Privacy Shield, ISO, PCI, NIST, FedRAMP, Swiss-US Privacy Shield, ISO 27001, ISO 27017, ISO 27018, SOC 1, SOC 3, GDPR, U.S. Privacy Shield",no competitor tech found,Manet Yazidi,26,,4/13/2026,B2B,,,TRUE,1096,"Cloudflare Hosting,Amazon,AWS Global Accelerator,Google Cloud,Incapsula,Imperva,Amazon Virginia Region,Amazon California Region,Cloudflare Network Error Logging,Kinsta,WP Engine,Akamai Hosted,Salesforce Hosted,Amazon Oregon Region,Unified Layer","Salesforce Desk, Zendesk, Zoho Desk","The company provides workforce management solutions and services primarily to organizations, which indicates a business-to-business focus.",Professional Services,Tier 1
Harbor,29,70,,OneTrust,Manet Yazidi,6,0,5/4/2026,B2B,Hbr Consulting LLC,,,808,"Amazon,AWS Global Accelerator,Google Cloud,Cloudflare Hosting,ServerCental,Microsoft Azure,Amazon Virginia Region,Amazon Ohio Region,Level 3 Communications,Cloudflare Network Error Logging","Zendesk, ServiceNow","The company's focus on providing expert services to law firms and corporations indicates that it operates primarily in the B2B space, catering to the needs of businesses rather than individual consumers.",Professional Services,Tier 2
Barr Engineering Co.,18,68,"ISO 27001, ISO 27002, ISO 27017, ISO 27018, ISO 27701, HITRUST CSF, CSA STAR, HIPAA Compliance, PCI DSS Compliance, FedRAMP Consulting, CMMC Compliance",no competitor tech found,Manet Yazidi,19,0,5/3/2026,B2B,,,,1111,"Microsoft Azure,Amazon,Time Warner,CenturyLink,Comcast,Amazon Virginia Region,Amazon Oregon Region,Webflow Hosting","Hesk, Spiceworks","The company provides engineering and environmental consulting services primarily to clients in various industries, which indicates that it operates in a B2B capacity.",Professional Services,Tier 2
BAL,17,65,,,Manet Yazidi,2,,5/5/2026,B2B,,https://www.linkedin.com/company/bal-llp,FALSE,1384,"SingleHop,Google Cloud,Amazon,Cloudflare Hosting,DataPipe,SiteGround VPS,Amazon Virginia Region,Amazon Oregon Region,Level 3 Communications,Verizon","HelpDesk, Freshservice, Spiceworks, SolarWinds Service Desk, SysAid, Zendesk, HappyFox Help Desk, ManageEngine ServiceDesk Plus, TeamSupport, Mojo Helpdesk, ProProfs Help Desk, GrooveHQ, HubSpot Service Hub, Zoho Desk, Freshdesk, Intercom, Gorgias, Front, Help Scout, LiveAgent, Salesforce Service Cloud, Jira Service Management, ServiceNow, Kayako","The company, BAL, is a corporate immigration law firm that primarily serves other businesses, specifically US and global companies with immigration services related to international personnel and visa matters. This indicates a B2B model.",Professional Services,Tier 2
BakerRipley,17,62,,,Manet Yazidi,41,,5/3/2026,DNF,,https://www.linkedin.com/company/bakerripley,FALSE,1034,"Amazon,Google Cloud,SingleHop,Cloudflare Hosting,Confluence Networks,Tiggee,DNS Made Easy,Amazon Virginia Region,Comcast,Unified Layer,HostCollective","FreshService, Zendesk, ServiceNow","The description focuses on charitable services and community support without specifying direct selling to consumers or businesses, making it unclear if it fits strictly into B2B or B2C categories.",Professional Services,Tier 2
DUCIBELLA VENTER & SANTORE,16,59,"UN Womenâ€™s Empowerment Principles, WGBC Net Zero Carbon Buildings Commitment, ILFI Just Label, MEP 2040 Challenge, JUST 2.0 Label",,,1,,,B2B,,,FALSE,785,"ServerCental,Cloudflare Hosting,Web HostingPad,GoDaddy,DreamHost Hosting,Confluence Networks,Cloudflare Network Error Logging",,"Introba primarily provides engineering and consulting services to other businesses in the building and construction industry, indicating a focus on B2B operations.",Professional Services,Tier 2
Apex Fintech Solutions,21,58,"SOC2, FINRA, SEC, NFA, AML, CIP, BSA, USA PATRIOT Act",,Manet Yazidi,48,,5/8/2026,B2B,,,FALSE,1032,"Google Cloud,Pantheon,Amazon,Cogeco Peer 1,Cloudflare Hosting,AWS Global Accelerator,WP Engine,Fastly Hosted,Fastly Load Balancer,Vercel,Amazon Oregon Region,Cloudflare Network Error Logging","Zendesk, ServiceNow, HubSpot","Apex Fintech Solutions primarily provides solutions and services to other businesses, such as custody & clearing and advisory services, indicating a B2B focus.",Professional Services,Tier 2
Baker Botts,21,57,"National Cybersecurity Strategy, Cybersecurity Maturity Model Certification (CMMC), EU-US Data Privacy Framework (EU-US DPF), US-EU Safe Harbor Framework, EU-US Privacy Shield Framework, General Data Protection Regulation (GDPR), Standard Contractual Clauses, Binding Corporate Rules, NIST SP 800-171 Rev 2, FAR Clause 52.204-21, DFARS clause 252.204-7012, NIST SP 800-172, NIST guidance",no competitor tech found,Manet Yazidi,8,,5/5/2026,B2B,,https://www.linkedin.com/company/baker-botts-llp,TRUE,1612,"Microsoft Azure,Cloudflare Hosting,Wowrack.com,Amazon,Thomson Reuters,Tiggee,DNS Made Easy,ATT,Cogent Communications,Amazon Virginia Region,Rackspace","Zendesk, ServiceNow, Jira, Freshdesk, ManageEngine, HappyFox","Baker Botts is an international law firm that provides legal services primarily to other businesses in sectors like energy, technology, and life sciences, indicating a B2B model.",Professional Services,Tier 2
SolomonEdwards,16,57,,no competitor tech found,Manet Yazidi,5,,5/3/2026,B2B,,https://www.linkedin.com/company/solomonedwardsgroup,TRUE,876,"Google Cloud,Amazon,Unified Layer,PowWeb,Endurance International,WP Engine,Amazon Virginia Region,Cloudflare Network Error Logging,DNS Made Easy,Tiggee",,"The company's description indicates that it offers professional services to other businesses, focusing on consulting and operational support, which aligns with a Business-to-Business model.",Professional Services,Tier 2
Frost & Sullivan,15,47,"SOC 1, SOC 2, PCI Data Security Standard, ISO 27001, ISO 14001, ISO 45001, ISO 9001, OSPAR, TVRA, Trusted Site Infrastructure, Singapore Standards (SS) 564, Federal Information Security Management Act, Healthcare Data Hosting, B Corp Certification, Uptime, IDX Compliance",OneTrust,Manet Yazidi,19,,5/7/2026,B2B,,,TRUE,1700,"Cloudflare Hosting,Google Cloud,Amazon,Netlify,Oracle Cloud,Softlayer,Liquid Web,Amazon Virginia Region,Cloudflare Network Error Logging,Verizon,Fastly Hosted,Fastly Load Balancer,Level 3 Communications,ATT,Akamai Hosted,IBM,TATA Communications,SmugMug Hosting,CenturyLink","Zendesk, FreshService, LivePerson","The company focuses on guiding other businesses toward growth and innovation opportunities, indicating a primary service offering to other companies rather than consumers.",Professional Services,Tier 2
GDH,12,33,,,Manet Yazidi,27,,5/1/2026,B2B,,,,742,"Amazon,Cloudflare Hosting,Rackspace,Amazon Virginia Region","SolarWinds Service Desk, Zendesk, Azure","The company provides technology workforce solutions, staffing, and project solutions primarily aimed at businesses, indicating it operates in the B2B space.",Professional Services,Tier 2
The InSource Group,8,0,,,Manet Yazidi,14,,4/28/2026,B2B,,,TRUE,520,"Google Cloud,Amazon,GoDaddy,Linode,WP Engine,Network Solutions,Time Warner,Charter Communications,Amazon Virginia Region",,"The company primarily provides IT talent solutions to other businesses, including tech startups and large firms, indicating that it operates in a B2B model.",Professional Services,Tier 2
Diverzify Llc,8,0,,no competitor tech found,,6,,2/26/2026,B2B,,,,932,"Google Cloud,Cloudflare Hosting,Amazon,WP Engine,Cloudways,Amazon Virginia Region",Freshdesk,"The company focuses on commercial flooring and interior services, indicating that it primarily provides services to businesses rather than directly to consumers.",Professional Services,Tier 2
Solvo Global,12,0,"CCPA, Cal. Penal Code § 1546, FCRA, GLBA",,Manet Yazidi,2,,4/28/2026,B2B,,,TRUE,670,"Amazon,AWS Global Accelerator,Microsoft Azure,Google Cloud,Cloudflare Hosting,GoDaddy,Unified Layer,HostGator,Liquid Web,Amazon Virginia Region,Amazon California Region,Level 3 Communications,Telmex","Zendesk, Freshdesk, ServiceNow, Zoho Desk, Freshservice, SolarWinds Service Desk, SysAid, HappyFox Help Desk, ManageEngine ServiceDesk Plus, Jira Service Management","The company primarily connects with U.S. and Canadian businesses to provide remote talent solutions, indicating a focus on serving other businesses rather than individual consumers.",Professional Services,Tier 2
Planet Pharma,8,0,ISO,no competitor tech found,,180,,,B2B,The Planet Group,,TRUE,1656,"Google App Engine,Google Cloud,GoDaddy,Linode,WP Engine,Black Lotus,Rackspace","Zendesk, ServiceNow, Zoho Desk","Planet Pharma operates in the Life Sciences industry, providing staffing solutions primarily to organizations such as medical device manufacturers, pharmaceuticals, and laboratories, indicating a focus on business-to-business interaction.",Professional Services,Tier 2
Lead to Market,0,0,,OneTrust,,0,0,,B2B,,http://www.linkedin.com/company/lead-to-market,false,436,"Cloudflare Hosting,Microsoft Azure,GoDaddy,Network Solutions,Unified Layer,Logic Boxes,Cloudflare Network Error Logging","{""Wharf_T_IT_helpdesk_features"":""Features offered by Wharf T IT helpdesk software include: Team Collaboration, Analytics, Communication Knowledge Base, Ticket Management, Automation, Personalization, Multichannel Support, AI-empowered ticketing, robust messaging, automation of repetitive tasks, integration with apps and plugins, security measures, and 24/7 support."",""Zoho_SalesIQ_helpdesk_features"":""Zoho SalesIQ offers features including live chat, analytics, visitor scoring, lead capture and qualification with pre-chat forms and chatbots, real-time visitor insights, omnichannel customer communication, 24/7 support through chatbots, data-driven analytics reports, mobile SDK for in-app chat support, and integration with over 30 apps."",""HubSpot_helpdesk_features"":""HubSpot?s help desk software features include: Ticket automation and routing, customer support performance metrics and reporting, triage and SLA levels, AI customer service features, built-in knowledge base, integrated feedback surveys, 360-degree customer view via HubSpot Smart CRM, native integrations with Jira, Slack, and 1,700+ other tools, and multi-language support for global customer service."",""Microsoft_Clarity_helpdesk_features"":""Clarity offers the following features: Heatmaps, Session recordings, Insights, Google Analytics integration, and support for mobile apps. Clarity is free forever with no traffic limits.""}","SgT provides testing, inspection, and certification services primarily to other businesses involved in textile production and related sectors, indicating a B2B operation.",Professional Services,Tier 2
Oscar Technology,8,0,"SOC 2, ISO 27001, NIST, HIPAA",no competitor tech found,,44,0,,B2B,,http://www.linkedin.com/company/oscar,,693,"ClaraNET,Amazon,20i","{""results"":[{""provider"":""Domain Monster"",""website"":""https://www.monstermsp.com/pages/it-services/it-helpdesk"",""description"":""Experience swift, SLA-driven IT helpdesk support with Monster MSP. Our expert team resolves technical issues fast, keeping your business productive.""},{""provider"":""ASP.NET"",""website"":""https://www.jitbit.com/helpdesk/asp-net-help-desk/"",""description"":""Jitbit's help desk is based on ASP.NET Core, using .NET 8, and is fast, reliable, scalable, and integrates with Active Directory, MS IIS, Outlook, MS Exchange.""},{""provider"":""Mimecast"",""website"":""https://www.mimecast.com/products/technical-support/"",""description"":""Mimecast offers three technical support levels: Basic, Advanced, and Premium. Customers can create cases and access the support hub on Mimecaster Central.""},{""provider"":""Google Analytics"",""website"":""https://marketingplatform.google.com/about/analytics/"",""description"":""Google Analytics gives you the tools, free of charge, to understand the customer journey and improve marketing ROI.""},{""provider"":""Telerik Controls"",""website"":""https://www.telerik.com/"",""description"":""Feature-rich UI components for all .NET and JavaScript frameworks, professionally designed for building engaging applications.""},{""provider"":""Cloudflare CDN"",""website"":""https://www.cloudflare.com/application-services/products/cdn/"",""description"":""The Cloudflare CDN is a content delivery network with enterprise-grade speed and reliability.""},{""provider"":""Office 365 Mail"",""website"":""https://appsource.microsoft.com/en-us/product/office/wa200004972?tab=overview"",""description"":""Helpdesk 365 includes a mail tracker feature to monitor emails sent by the helpdesk.""},{""provider"":""Zoho"",""website"":""https://www.zoho.com/desk/"",""description"":""Zoho Desk is an online customer service help desk software for happier customers, empowered agents, and healthier businesses.""},{""provider"":""Freshdesk"",""website"":""https://www.freshworks.com/freshdesk/"",""description"":""Freshdesk is an AI-powered customer service solution that's easy to set up, simple to use, and built to boost agent productivity.""},{""provider"":""Zendesk"",""website"":""https://www.zendesk.com/"",""description"":""Discover AI-powered, award-winning customer service software trusted by 200k customers.""},{""provider"":""ServiceNow"",""website"":""https://www.servicenow.com/products/itsm.html"",""description"":""ServiceNow is the leading provider in IT service desk solutions using a single cloud platform that will help you deliver resilient services.""}]}","The company focuses on providing recruitment services to organizations, indicating a business-to-business (B2B) model. They primarily serve corporate clients and start-ups, which reinforces their B2B classification.",Professional Services,Tier 2
Entigrity Solutions,8,0,"SOC 2 Type II, ISO 27001, GDPR, SOX, Yellow Book, CRMA, CISA, CRISC",,Manet Yazidi,2,,5/4/2026,B2B,Mycpe,https://www.linkedin.com/company/entigrity,TRUE,1611,"Amazon,GoDaddy,Logic Boxes,HostGator,CyrusOne,Yahoo,Amazon Virginia Region,Amazon Ohio Region","Jitbit, Zoho Desk, Zendesk","The description emphasizes services tailored for accounting firms, including outsourcing, staffing, and advisory services, indicating a focus on selling directly to businesses rather than consumers.",Financial Services,Tier 1
Landmark Credit Union,10,0,WCAG,,Manet Yazidi,3,,5/1/2026,Both,,https://www.linkedin.com/company/landmark-credit-union,,703,"Cloudflare Hosting,Microsoft Azure,Amazon,Oracle Cloud,Google Cloud,ServerCental,Rackspace,Amazon Virginia Region,ATT,Black Lotus,Akamai Hosted,HostMySite,Edgio","Freshdesk, TOPdesk, Zendesk, ServiceNow","The company serves both individual consumers (members) and businesses, indicating a model that encompasses both B2B and B2C operations.",Financial Services,Tier 1
Network Health,24,79,"CMS, HITECH Act, Mental Health Parity and Addiction Equity Act (MHPAEA), Consolidated Appropriations Act (CAA), NCQA, NHP/NHIC standards",no competitor tech found,Manet Yazidi,8,,5/7/2026,Both,,,,447,"Cloudflare Hosting,Vector Internet Services,Microsoft Azure,CDW,Rackspace,Charter Communications","Zendesk, ServiceNow, Freshdesk, Jira Service Management","Network Health serves both employer groups (B2B) and individuals (B2C) by providing Medicare Advantage plans to both businesses and consumers, thus categorizing it as both B2B and B2C.",Financial Services,Tier 2
VanDyk Mortgage Corporation,18,79,,no competitor tech found,Manet Yazidi,0,10,5/7/2026,B2C,,http://www.linkedin.com/company/vandyk-mortgage,,557,"Amazon,Cloudflare Hosting,Microsoft Azure,Weebly Hosting,ATT,Bright House Networks,Charter Communications,Amazon Virginia Region,US Signal,Cloudflare Network Error Logging,Kinsta,Amazon Ohio Region","Zendesk, Servicenow, Comm100, Zoho Desk","VanDyk Mortgage primarily provides residential home loans directly to consumers, indicating they operate in the B2C space.",Financial Services,Tier 2
GCM Grosvenor,45,73,"SOC2, ISO, WCAG 2.1, SFDR, TCFD",,Manet Yazidi,15,,5/7/2026,B2B,"Grosvenor Capital Management, L.p",https://www.linkedin.com/company/gcmgrosvenor,TRUE,549,"Google Cloud,Cloudflare Hosting,Amazon,AWS Global Accelerator,Microsoft Azure,WP Engine,GoDaddy,Akamai Hosted",,"GCM Grosvenor primarily provides asset management solutions to institutional and high net worth investors, indicating a focus on serving businesses and organizations rather than individual consumers.",Financial Services,Tier 2
"Blue & Co., LLC",18,65,"SOC 2, OPAIS, Resident Assessment Coordinator Certification (RAC-CT)",no competitor tech found,,4,0,,B2B,,,,561,"Google Cloud,Amazon,Oracle Cloud,Cloudflare Hosting,LightBound,GoDaddy,WP Engine,Level 3 Communications,Amazon Virginia Region,Zoho Hosting,Cloudflare Network Error Logging,Cogent Communications","FreshService, Zendesk","The description indicates that Blue & Co. works with clients on business-related services like auditing, financial controls, and mergers, which are typically B2B services focusing on other businesses rather than individual consumers.",Financial Services,Tier 2
RLI Insurance Company,23,64,"ISO 27002:2013, NIST Cybersecurity, PCI, Sarbanes-Oxley",,Manet Yazidi,19,,5/5/2026,B2B,RLI Corp,https://www.linkedin.com/company/rli-insurance-company,FALSE,1406,"Amazon,AWS Global Accelerator,Microsoft Azure,Cloudflare Hosting,ServerCental,ATT,Steadfast,Incapsula,Imperva,Webflow Hosting,Amazon Oregon Region,Amazon Virginia Region,SP Global Hosted,Zenlayer,WP Engine","Zendesk, ServiceNow, Freshdesk, Zoho Desk, Jira Service Management, TeamSupport","The company primarily sells insurance services to other businesses in niche markets, which classifies it as a B2B company.",Financial Services,Tier 2
Spartan Recoveries,17,60,,no competitor tech found,,12,0,6/27/2022,B2B,Alacrity Solutions,https://www.linkedin.com/company/spartan-recoveries,,1832,"Amazon,GoDaddy,Amazon Oregon Region",,"The company primarily partners with insurance carriers, corporate entities, and government offices, indicating that it focuses on providing services to other businesses rather than directly to consumers.",Financial Services,Tier 2
Argo Group,52,59,,no competitor tech found,,71,,5/8/2026,B2B,,,,1555,"Cloudflare Hosting,Amazon,AWS Global Accelerator,Corporation Service Company,CSC,WP Engine,Amazon Virginia Region",Zendesk,"Argo Group operates in the property and casualty insurance market, targeting businesses and working closely with independent agents and brokers, which indicates a B2B focus.",Financial Services,Tier 2
Avant,17,57,"CISA Secure by Design Pledge, TX-RAMP â€“ Level 2, Project Unicorn, Global Seal of Biliteracy, Classlink Certified Partner",,Manet Yazidi,13,,5/3/2026,B2C,,https://www.linkedin.com/company/avant-us,,895,"Softlayer,Amazon,Cloudflare Hosting,Google Cloud,Tiggee,DNS Made Easy,WP Engine,Cloudflare Network Error Logging,Amazon Ohio Region,ATT,Akamai Hosted,Amazon California Region,Amazon Virginia Region",,"Avant primarily provides personal loans and credit cards directly to consumers, indicating a B2C model.",Financial Services,Tier 2
Brotherhood Mutual Insurance Company,18,57,No compliance frameworks found,no competitor tech found,Manet Yazidi,1,,5/2/2026,B2B,,https://www.linkedin.com/company/brotherhood-mutual-insurance-company,FALSE,611,"Amazon,AWS Global Accelerator,ServerCental,Cloudflare Hosting,US Signal,Incapsula,Vivio Technologies,Imperva,Amazon Virginia Region,Amazon Ohio Region,Amazon Oregon Region,Cloudflare Network Error Logging","Shopify, Gorgias, Zendesk","Brotherhood Mutual provides insurance services specifically to churches and related ministries, indicating a focus on serving other businesses and organizations rather than individual consumers.",Financial Services,Tier 2
Linebarger Goggan Blair & Sampson,9,57,"Information Security Management Certified, IRS 1075 Compliant, Validated PCI Level 1 Provider, AICPA SOC 1,2,3 Control Reports",,Manet Yazidi,,,5/3/2026,B2B,,,,941,"Cloudflare Hosting,Amazon,Level 3 Communications,WP Engine,Amazon Virginia Region","Zendesk, ServiceNow","The company primarily provides its services to government entities, indicating it operates in a business-to-business (B2B) model.",Financial Services,Tier 2
"North American Bancard Holdings, LLC",24,56,Payment Card Industry Data Security Standard (PCI DSS),,Manet Yazidi,22,,5/5/2026,Both,,https://www.linkedin.com/company/northpayments,,1644,"Amazon,The Small Business Authority,Oracle Cloud,Incapsula,Amazon Virginia Region,Amazon California Region,Cyberverse,IO Data Centers","Zendesk, ServiceNow, Zoho Desk",The company offers payment solutions to other businesses (B2B) while also providing services that can cater to consumers through the businesses they serve (B2C). This dual focus indicates that the company operates in both markets.,Financial Services,Tier 2
Stephens,16,53,"BSI C5, IPW PS 951, ISO 27001, ISO 27017, ISO 27018",OneTrust,Manet Yazidi,12,,5/7/2026,B2B,,https://www.linkedin.com/company/stephens-inc-,,1423,"Windstream,Cloudflare Hosting,Google Cloud,Amazon,AWS Global Accelerator,Windstream Communications,Rackspace,Tierpoint,Amazon Virginia Region,Fastly Hosted,Fastly Load Balancer","Zendesk, ServiceNow","The company provides financial services specifically targeting companies, state and local governments, and institutions, indicating a focus on B2B relationships.",Financial Services,Tier 2
Savant University Wealth Management,18,38,"CEFEX, ISO 19011, Prudent Practices for Investment Advisors, ERISA, Uniform Prudent Investor Act, Uniform Prudent Management of Institutional Funds Act, Uniform Management of Public Employee Retirement Systems Act",,Manet Yazidi,17,,5/8/2026,B2C,,,,513,"Microsoft Azure,Cloudflare Hosting,Amazon,Amazon Virginia Region","Zendesk, HappyFox, Freshservice","The company primarily offers financial services and planning directly to individuals and families, which indicates a consumer-focused approach (B2C). They emphasize making a difference in the lives of people, suggesting a target audience of individual consumers rather than businesses.",Financial Services,Tier 2
GT Independence,16,38,No compliance frameworks found,no competitor tech found,Manet Yazidi,9,0,5/1/2026,Both,,,,500,"Connectria,Google Cloud,Cloudflare Hosting,Amazon,Rackspace,GoDaddy,WP Engine,Amazon Virginia Region","Zendesk, FreshService","The company provides financial management services to individuals (B2C) while also operating on a larger scale that serves families and support networks (B2B), indicating a dual approach.",Financial Services,Tier 2
